Opcode,SHA-256 Hash
ldrtls,ab0dbdf8ecaf206e41f137273dc5a36990e7f02646c3a6d3124bb9e158676e35
andvs,259e95dfd3bfe97d73bbd95e2c90447fea07cdc78374954cf98206beb58e8e18
lfmcc,252c6b1499a0badbd14e8ff0e8d3ba9e38eaf74bf585107a348d2fc7208e3e20
rsblt,7c7dfae0c2f7b4d8350a5476d439ee8027db4e6ae13261f0300693fa02800a8a
bgt,c0999d3df173374f3db2c81953ecdd7aa99c3fdf662250cab40cf14007eb4d56
orrge.w,a3126b3e30adc9e133db4f4500a0091213693c8a722a23805f4cac0f58742da9
svceq,ae071694ad306ba84cfe2dffde4ca84ac9fd20789ddbd1e1e0025ebdb9944d38
strvc,a8dfb493555d8ea0120cf554f5177abbc7bb983073242b3e8c28fc3ccd32e17f
movwne,2043b0e9220c5c73234e40e521b5df810f292196bf6c3a4a66c17a054c1e8255
movcs.w,65d1c39572f528b92927153363d19794a77353b43115306ffae39c5ef19eedcf
ldrdgt,c2b9bcd6152fc1bcdf4fa3bd6d38e3a7800c85625ab8ae285cf1a95743e18d0c
mrspl,4ee5e9e237dd7c6dc85d38efaed71a033bcc8c3f32199d26b127dbb7130ea5df
movtmi,cfd49dd3f455a4301e0c19ef53f7c4f73c66ba2cbf7c5406fd5d682c9f392d22
rev16,62e7829b0be4c0b596cb6694eadf61e614f04485afd8fcccd6411fcfa5c0be3f
sbfx,41a86ba709d7bdea7d819bc7878376839779c8286032871801b5a5c18b9377f4
stmcc,304532d27f60af294ba22d9914a3d3206e95824a76a55db73baa6bc05cf65e2a
ldmlt,98c423ab504f5451e5003436af7f903f1b8b97ceac9f34218a9da3858f64e25c
ittee,739af03376af8d3c83bf876f847ca88c43c89c8d34923b8626303ef239ba2b90
vdivmi.f32,879e6094be2d88140a1ecba3d83d508ceea8886a854a419ff475d0d706790265
bicscc,8f4cb19e2fa418cf40f238a6be6e97c64c9adbdcd450f9f4d5851782c69fddb6
adc,28fb3d358d1f955b752532bd667a234437bd0203ffa0322acbd916a5e1ac4114
ldrtcs,461b6d44df27646d05458ba8d37a65371265e5399748ca5152c68753b6a29438
strtlt,7d7e13afd82b3d1a7542b150eed561f67a21520e06152da9909359b6ae8b9d86
strtmi,e85ca2606de750c225af0aa75c6d9bea990118fa32573e3e9c170ca9f90c7675
vfmacc.f32,49411a9d76a22fa343828c19b5d42646ce166b2872edae92a2fbb11b42d2a312
bvs.w,02ef2bc5c3af14bf8a16eb6dcfff0e96410199bd363bd818cdc585a6286656c5
vldmia,4277a37062bf7927e06ed8ac689db44f8a1acca52e97d89a6aecddd4344a2ed2
smlalbtvc,986f35bad4ce49828bb0890022800fdadeb3e0bb8a7b36c3fda59787f095d0e1
rsbvs,1b8f652cae8845f33c6956adce7b0ad04d44db7e844a16872cfcd67369b18811
vrinta.f32,4522c388a4694a96206610186684be0f031500ff0184545f2cf04089585b336b
rscsmi,5d1e7164375b94ae9195f981f55739f4d5c5e322c8d290b4cc4e67dcc55b8f83
cfstr64cc,0ae9a1b12e81e324c7ba714a1ca467c2ae011ba58c5ae55db101b25168e960de
andcs,4de5ada8e866a54a7b13e2cca8e4def157d41ff0a177ab7cc90218d74fe26cc1
vsuble.f16,fa2b5a5e82de122e4bb01a13d51eb2e6d1a2a88332086aee2949103c004bb7ee
vrintm.f32,2770b6ceb0f1202f5167bd0c96198cf5df6075e6885072fb8c851390830164cd
stmdbeq,272ad468f17ec71eb88852cae9855da112dd36031b267dc3c1cb89dc14f3d4ec
strhhi.w,03b078357b56a9afd69e8da8b7b10aa94b8c19d534d232a7f81ea4682e1325b7
strcs,420496ebfb7f3ab68ce01d5e1d9f2addf310156600faf3730b60db8bcf1d8858
ldrhtls,20a231ee1642b197f765daec14ed0b78b614063b004d3b4aaf0c3d2750ae53ee
svchi,6fec2e0e2677d19e3e9ac5af7560f9608684fc486f006d7695ce5eabcac1f8c0
tsteq,efe6b6217cb08e8c920793d477af8ad1f2a154904ccc5cfa60ad860542c81aa6
vcvthi.f32.s32,60e42bc0bde24aeb9f4d9b40ad10ec6d0708deca9688e3e5317c72d642fa1b24
vcvtls.f32.u32,571555c8f7082d200344c96d4c739d69db71462ca5aea8304e8cd1591041bf46
sbceq,d4b86e0342147ab22f6c23ce79d0c55f7dd9ab650fc9cd70fbc57fcc957408a0
strbcc,40aac2de562ea0239b41eb83791e23e6852034eeb68dd0498bdcf57fd54e9c85
strhhi,b59d5b512a48c914fe3f63bc0cf72246ad774cf11982bb75b314c7964b486b62
strbcc.w,aaf704ca3cfd1c00a6f3f165d6237fa0d791c1cfcde52d7b3b5efd6dd7a516e0
ldmiagt,4f5f8d8bda58bff1bce4e26be39999d2b108dcd95210004d7e22c48565919686
stmiagt.w,5cdb6fbe74057a3666077524a829a73b994df32fb920752db6494d6a8f44d2e8
bicsgt,3f148a6bce8bfd502dc2ab8cf0f93f0c4ff929e238dfa725d3487412e2453b62
blls,8bd4a9fc06821eaff70bf18cb92e3539091fb7f3c1fce0babc0126cfdb6f36c8
cfstrd,f102a37e8f3bc6685f777eeacecffa89d87490e3df5454e1553c09a4b5677a89
cmpcc,042e28e7adae4908818aea246e590069dde0d64d941757ff418a66c373e2afa7
bllt,0603457eb0da0123df5aa9f348f57b6a222396c8a0e20ee32e382d29f63e6c77
ldchi,1cabc153bdae07ac09ec86ff62b1d515fc95a2deb818cfd41347faf2462b39fb
ldmibeq,745d9ecc16739c2b912afa7f648cb4133d75b3671f9cb4cc5cec34af2dba2b24
ldrshge,bb1449c930b00058c3daf1e32f478cd7460ea14a13316a41803b3288e5074552
svcvs,e1350e57e526fc7799dd4660a0d9311aff4c62c088bf2311fa5a139a407bd290
ldmdbcs,7b1ee5d3ab00782bc88ef1fa3fdd3dcd02e376805eab96ec81b5fee51a6e89f5
blgt,60785a9061da47ad16c4e8387fb8f2b6b2b5b6a9369e3e399b9ed2b084d936c8
svcne,d4e2daf021df492107049c56e4e26e43a83e6ea3e2ce987670964c4eebc71aa9
smulleq,ceac6b73b0d843fc6944c6b69dedc9333076654a7f6d6122530407eb1a62cfb3
ldrsbeq,e56f0b1182ad1c4e12e4eac98861d2ccea6da5b0c348878a0de8dfaff60f20a1
mulne,ed68e53a196ddd7a32c8fbaf55c939094825cc7b2d56e32a8e12ebd2735fbe16
cfldrsne,bbf9dd1e770f29650d564c78c6e9bc4402763469eb46392d9cbdfff8e5c8eca2
bvs,61a551d76fc35a0ae9fa7d9aef816f9d46d8fd992d2ffe32b6c414f5c8796949
bne,bdc0acb9d3f58c6fd2d6b35a397a323fec30cc177fc9acfd91d84d15de309295
strne,8523441f6d5f8094e0b2337c674422ca31b0b6ae8cf74864cdb59dfb5311de09
mulls,a394c29ee59b322aae0ef3444b7bd2c91ef5e39cd0918c2ff18cf037f0abbf77
vmovcs.f32,7e2a46f97acca35b61f0e3d74f5bf386888c46df3c7633bed25d87e96d9c3c99
ldmdbeq,113cb8172d5779df4b0e2a2ac6f810d4ec6cc879d5c206f90ea81dddc17495b6
cps,1c174dbe18e32a58d721e5a7d86b41a3d873a545dbb775d965b9548f2b6147ef
andhi,45d861397dafac5da80c1c3a4837fa4e6d35c24e914dd48a75a12810a102be3d
eors,26ccc69e4f71f2fb05952d4563e568eadccbf3c0b1c7b542508baa8ca1d23c8f
vnmlsne.f32,d24c86841fe193ff142c847818d76d615f57561b0168dcff410c73359e36678d
mrccc,febca022ce002410e1203c89b7265b8a5676aeb45e6488ce31fea6958298529f
stmdavs,ced55d7fe91f8e1f6d16fddf91771943d083478a2a4618bb879155513309d84a
ldmdapl,b0b25a45edef05210199f5b84c08178a0bfddcb5ffd8134fd8dadff6813f77bf
stmibcs,15bb95453c4f1dbf1e8695764f1bb141e9a9c53d2a17abca20614fcde1646781
stmiavs,ae880b6606bf9b78514efbe3dad03961db84520bab7b3487c2b4c5a06b71037f
stmdagt,a73aa4917e32ccee5a832d99908063a9c36ded8c8d8ac6fdb1863439c7dd4c5b
svcge,2fdcd9c6449efd527e4f7661d3b65cd4c0aaf1a062ab227d653b7ab79603dc0c
vcmp.f64,3c08d10ddca6b3a4758919f3f43e9d65d38f76a8789aefd4542db8c56941c508
ldmible,ac7dfeb0d942627f8bafb33f473e28ce2bb1b4682e3b1b36710f8db480d40ada
stclvc,238ad28b44da774526c4de4db2fa5f43367d5506b8390dc73b997456da309781
stmdbcs,9f081b184ca0730f23d8d912aaaddbe3e2967a572aff42037535cc248bd1ec06
vstrne,43feb2fd82463ee9752ba8ea68e33d951a293c24daf75afb2c9716662e02e844
addsge,9cff7cc215772dcbe8f0718bf047781110e8158a0a419fcee0a97103bd71c4a5
ldrbls.w,765e60a006f3651df43b8f4002b2122a47088ac7562b5e9f80cedf1d4aa7bc4c
udivhi,ff1d7ee49e8b5b614ead36b1ababe1f0cf95f583a4ee89aeae55575fc193ee30
svccs,91d688aed6074025565c59c3b7d84a338605d26165177fd1f2bd750d5cc40f0a
ldmdacs,e10a5bb6610bc1f426b14f0c10c64a3c6f5cb732578466e87c04aaa58e852c3e
vldrcs,3e6da3b15d08496301322e320f5ce5cb57c7878760d5ce2047e3ac44581860f1
rev,892d5f2e04382b55fe4f44608c00f73591b891ca5c2527f9142655ad708a1da8
blne,e0fb0693077371fb89db90fd1240e6f06c5854509c23a707ddca8ba664a0263a
rsbvc,c91d8135907119b260db265f81e271eb25dd63e4ef35f4225aa221bc086ea3b7
strbeq,dcfccb01aabddfafc687da6fbb55109354adc789358ba4d36ced5383ce4675b3
smlatteq,463b84bb45e189ee5702efb8a72516aaa7f253b74d4e4ae6c3010da60ab3fe12
biceq,a1768cbf173ebb2ba997aa90c725083bac0cd49be034f6dfec486e6f70ae88d0
ldrne.w,b51a6f8159d7aa4ba11342beaab3495121f72d9588e8b2a0e740dfafa64e65b2
strhne.w,b7d7d09cccbd175e7171cb190d328e653442bfc1f16d40a3937250ce5059fb67
uxtbne,8036f617f931a4a14fdc5b0dae16017a80615985f4e1d94c48eaac742404b81d
eorsne,b610e4f75800b951ebeb60abc68c5a7281dc4d0902167ef95f8c263100ebe3f1
adceq,e9795b16f8c738f0794142be1ff98cfb488feb6b2754573163f6a199cb6cb79f
bcs,ddd61da9c5f74c569ee80a0dbecc0445b53ab4c80cad9f8e64eb2344ead2d904
svcls,6d35778c8d88b17dec89eaf9e21be99ab6dd1c268a002a407fe7664f0e2c90ab
svcpl,51d6fd52bfe927aaf5eccb0fe429d7b7fed36afb9c0455bf830550ed43c48e9b
vhadd.s8,da5460fa9f26b90893c6e82d36de50963844b2b9d472043068be5198dd7d7477
sfm,c8c817bdf5a827c15d05c71d85088aa6e8eb6c9610b7dc4e089ffbd3747eb716
cfldr32ne,7066d09caf8cee313ec2b7d8462d8da7325eb467dacf714f73c9bd58469a99dc
andscs,ed132d996b026c9a609b1c58c795c8987d2049ec74da9911a2edc8275ba599d7
dmb,ea17c45cb7899cabc62e37b75854e28b35e1e40a791cb8c704373e7ee955d285
iteet,ec6dfd02671095d27fc57d023779b55f17bdd032f0c106381259523025f3dba6
andmi.w,b3cad53f01786498577ab01ef89d1f210daec0d191f7497afbc554c7667b846d
andpl.w,82881fdfaf648702ac731c87d9688c7f2ff80dc0a0601fff379b09ddf135a2ce
movwgt,1241a4a22f7fa509acb050b769bf7b51be4013501765d377cb3f25c58d608605
andgt,8b5aa6fcf2bf1b92ac4f2d0ca2ac51b80a5517a6a6e4302b06a53938db4518e6
uxtbeq.w,70e67ae807e32de44f7fb65c7d3bbb8c7d90dc61ab40c1f7399c7e5280852492
bicne.w,c506215bf7fbc5a62f3a3a1b6219948b5e32d7676589e817c630d96b80ded444
uxtbgt,218be598fed085ae5b571e6c4cb7207c3472b86ad5babdc7a742b0b5a395e316
andne.w,12dfed5df179823b800263fc2ae2e85185600fe759340d970bcbc36830b1e406
orrlt.w,baaf42b8a45986ea048a2b0bbeca6e93d0ca2bcc2d0e864256e86420f41818f3
mlacc,b7847d2d71171790db173315bd7b0624d36cacc57012799dac0bbb774b0b3401
orrsgt,2b0239327e8929de173869fab760d0f0a4eecb9f7b4058e8f6c8260993b8a97c
addle.w,3b1708f5e9f65afe2cdc14a9835a9cd910fdf82be4676882ba91a3e58cf322ce
movteq,169b96174941ce2c7ebb0565a6d434c04eba552182da5b303a0336cf8b7bd190
vsubgt.f32,c6f7243e54e6446b99c44286ef8da23f5bc138e456de91296ecfeee46e6a9787
vaddmi.f64,78cca688123ce897204157f48a03263d8547de467c3abe8f4ed1fa18a4d89579
strdmi,7b82f537ab2b184f5adb449d60bdcb2f41016563c1919ab53968b08627f110f9
vselgt.f64,c533ac71b736e3215c8c6054cb39e9774ec86feb3f4dd767174666b8205b834d
adcgt,53eb78c1a733f86c06719d4fe4c5f3a68f58056969a91311404c535e2f6bd940
mvnmi,84db2c23a711ea1967dbd97e2887543c5ab5273716580bca45823cac73e1cda7
vneglt.f32,70a26caf5138d071401f69939dc9e45a40c2c3f5f83016f25c37644b997f11c2
vdivge.f32,0926ee91ab85fc5fd9d085150d21cfa4db70cbd63b5ad53c006fd0ff322a2231
vdivlt.f32,1fffdbb0ce675f618af08a9aba25581d2dbbf743cf0e7b9e7dd36ddfe5c6f61e
vmovge.f32,923a42d7f9830ecd506c40b482460cd97f29c892f5bcfc7c81ff24dd2d601865
vnegge.f32,85a860108e5f251659fa7ae37e862b58bfdc8d46263693abab0521c78ea68f90
vmulge.f32,318922c1f20a35a97004bb254ca1ac7e285b0e2d478049b3988ddaddb5c8f13a
vmullt.f32,46ec07ff99706521242e0248055b184828e0a625f4e011674aa755100e7a9e46
eorne,5c11a4cb13be09b2e0c933ddd93859f27304e78af05071c78ffd476d7a771dc0
sxthne,e46b323396ab857db1daf8a0858201fd07db22ca242b52ad35490a7491a2a2ec
ldc,f43f4b1e1065ef869270b71ea565c306552633d00d64907d9c2cae5d4218a5dc
strdeq,c8f6da11aaf81010cf42fa65f7f7bb0874015dce06591fbd841f29e277ec9374
cdpmi,41364e0759997c1ceec6bfd87c97a7d74e34261f6ec46f9709864ca03e22ce6e
vnmul.f64,77d5d830f13808fe1045d8c79ae370ebe64b021080599118887c60b4388edad1
vldmdb,068db6506a9b3ed86ab5ccfda1300fb81592e61e78ff12e5d76919e3e851a957
vseleq.f64,58e449ffd4700af132a0ef0d34d56e1e3b347e53990a2326f988e487f0a70614
movvs,826df1f17a2902ce3e8364cf39d2db29d11d8f3e267ac41deee21ed876be884c
movvc,4141e915527dfc2a5c0c5047f19e93ad88bb644622b47fee6786aa8f3f1fd8db
vsqrt.f32,6fbd692d9b66cca5636242e7d7f88cfc4d90cc5d5384c9b04ddaf64817f6e382
ldrhteq,96389539d1ae694280f4f137bdafc6423e69f8fe83fb597857fe2d6aa42a5f71
umullseq,3140d501602a3c0ea6049e90c03a2efc3b03127db5590fc04a967ebf535d7645
umulleq,f8fa230f1d5e719e443029f45689f36d3f0129a98083bede064c1803660b04c8
smlalbbeq,3c57e200906d178418c291dcf573c2c57c2084028910d3a0efc179e3b8d7fb73
hvceq,62aac87f8b5edb76f394308ab88c019be9e6654a0c83aeac45f1e5a0a1b155f5
ldc2l,9e7168fcc5999fbef746f761dd713259783c1a415438d6e1f9f77cee402b294a
mcrlt,a2386d4f6efe8251e296ac11303e0e7934b3c8f62ca68773695eb8259d939c93
mrrccc,8522525c65a6a9fc9cd0af8e1587f236abc68c04bf5225e7a79ee8ef35e194d1
vsqrt.f64,18d0cb2dd380c059d96193d49e95716f6c3e858202a9abc35c124bb86f8fb494
ldrheq,0789c7c9a14cfd197495ddb9ee40584f63f267842a4f686af4e882e93624ae60
smceq,843526146807da0d4149402dafec776efbd8ab9ccbf555c112f5cdf2216fd0d5
umlaleq,e8091b5c871cf3556a8489288c0093ab7b54d798e1550366e610bf18f8a934ef
bicseq,de09ab81003001d62794066307528518718204981030657d7afe0b423f686b7b
ldcllt,8f3e753a743e718b127d1553acbca8ba105cd921b9af36bad35b304e99c280e6
biccs,39ae1a1c97206b91e2fa7405ded909cec0e718e10b6850efdf229711194b1a6e
rsbgt,28e1fa69395d58f671527185b3f659a77312dfcae9226928a9e310ec7c9ecf56
sxthls,6e8f7ae63f7c688e4c6a3039b4f67931138b574157d5855c7c83fd69a8b809ca
vstrls,da366d3c128272a648cf7b400b085cdb6f929d3c5a0243518c6c3e65a3212963
ldrsbls.w,8cce813b708bf6c59a73af4f96fb2515eb7228791bbc1d57c8f12c9f1984c104
teqgt,63efa16e68ad8e04dadf0bcf9d1da1a0b5806018eeec5d38ba338915e9bf563b
subhi,ec330ab82ec53642119fe2855487239800470767342c4d7cf386d60115b3c235
strhgt,7f7128bec81a39e5bc5e4a68cb9d53cfbbcc17dcc3cd2dc8103cb052b157c375
ldrhls.w,88aed4c6d39ec0295b6bbfad12561d9696d68bc720b0c90fee32363c36498b02
uxthhi,fc190d10880339c62e5dd4d34f0d8f8c3302bf39e09725927b3b92feca4bc0f8
uxthne,39d4c0a8959cfa162082ce674a6c2cff8808119c148e38666b8a7c297cd95e8a
strhls,2dfb15d7ff128f03abcfb60e16592d1bd1aba3888084b48838833db9411ca3ed
strhne,e75c2b4341865ec867209e2f433ba2b293c082f79a342c79d0bca776d081a87f
vmovgt.f32,c36e0c7676b8ec823427ca579134d841c4b70a94109604dda86818006aaf60a9
ldmibls,665b06ea0dcc26059e0c438a10aa6322073c1c2e1594c498508f6eb5b54be51c
mvnsge,7940ab41cb4ba624be643926f5bb2b10e695c2c5a0a55e52ab0d0b8303cce38e
vmaxnm.f64,3ef3d49ea2b84604433056684e28efa4795073e3eaffae2fdb7d786c38855a6a
vminnm.f64,1e1ab7963f2a41b6fcbf0e9042c32fc046ebe08b43ffb625759654be4b0f6020
subvs,76dd811a7d5bd3f418135401d4740a69ff80d3fab46b59f51d31f09b9caa5d07
mrccs,91de42688f34f2d8d86f2f2926bae493fe1ebd7a6bed406d6ffe784779e621d3
orrne,26dfeaea50c23e90baa274f2cd82da1e1b2dad19d502b21f337f4f40276edadf
vneggt.f32,11cc9c7fe75d9c136c009d3ea262e0fca6d21ee9a845fa835ae1957cd14b0f4f
vstrhi,4a2ad01bf807f424e58f3f2734e3418b366ada9b8bad497559db6ac57c7c2ec3
movhi.w,3f3b2724a35fa6addaf286fe4e544c1fb69fa966aea09c3c6a4ae16e78ace4f0
mcrrcc,db157e2a8e05f30423e40bb9496b5e564edf82fbe01fe221a851995926b45826
ldrhls,d79e7a056c0e2dc8fd38612a2a31047ce1374bf330b11b26087bf05cba4fa841
movcc.w,9527cdf4c14b475c4df947ea7eef67a3add1bb1b1a4be0999839b6a337f14f8a
andeq.w,eccd8454fe058809c54c5b9c497e15c3266af9ccc251c6b6a63a764fa5570c83
vcvtmi.u32.f64,f8a0d15d6a591da8c3848cf0999b8efc4d9f5fa78a8874cd4a26a01a6b313757
ldrbmi.w,d5056c545ca612aa4d7e3692480f5dd9d1a41570cb018982bc3d4b0a8a700447
vmulgt.f64,e83cfc16a1faf825b28d2e415c947db9a0cc6b4d4ceb32d370b34ebe86acd789
vmovmi.f64,678f7bb1d7ff0d5d7890bd730d3b375aa2fabd9ce8f050a03657827e4ece8444
vpopcc,89be47fd6af3960a6e9581bffda44b4c20b434a81816c2cdb5ed8d634ad2e7ad
ldrhtlt,51334c073d90a1df581bd25041b0681bb8f6c58ea9bf571923e40b84284ee089
mvnpl,a7e5e0712955c7c4f58997728ea7dd0617b979d04e322b08058e428ecddb5717
ldrble,03eb58c065adf4ddaf4fa9bd1f3d907bf8861ddf1a5b0dd3bb2842c3f247ea7b
vmovpl.f64,a0d3ad514da9d7cd1616c899a3388dc4307b9cd5ae09f06b0974c768fe7355e0
vsubgt.f64,bde29a3303e2e87a2ca88c7538f1a1500bff080bd1e6da66fd222f3cc37904c1
vcvtle.f32.f64,810bed374522d01c03ead14a5273eac74f224cfc946f0655d4285815678e03c7
vcvtpl.f32.f64,3512a5b550135a0dd0ae7de6cd7b9eafc2f026446defd24ce0aed3199072ce1c
ldrbpl.w,df3a10b1a45c5d08a94b75e1f5a8db92f61d34799088784a300e762f67e13b62
clzhi,b5865a13341988a98671a5ac57d97435a57e6c80ba772da0a8adfc906e78e274
lsrhi,20855fe5ded5c34ce06003ac8e48156881a3aadd4608148735daf2087fb7ac2e
vdivgt.f64,54fcaf77b9a3433790f0fd1ccb5d62ed6146a9eb482147d5a0bc096271123707
vcvtgt.f32.f64,4375a0a17dc0736a7fc50abcdce89b5e2132300f75db12ee854f08deccc44779
vldrvs,b8835bd1ec277f49d65e3beff37018fc39894aabd8eb5663d8c9dab6f3e3c58f
subcc,e6f65b3944a76eb2593f4a2e473ea3b2a51c7416270e9e8aa564320a09974326
andsmi,19acfb5a295e8832b810c98adf2e00eecbf2a572fc243144c9bb50b0004a6b25
eorpl.w,c0733713f4e521b002ab4cd408eb18ffdd9a4f79025a9e004870229830e5394f
vaddpl.f32,cbc0344d0d271d7919eaad0d780d031f4b7fe8e69ec55cba9c809aedd9620280
stmdals,6715410768e65bf643351298abf346275cf1e75c7e9298e4c53d574e32d259c1
smlawbmi,129cf037c170ffac53fe3174ac2a804d9328c448b0f13c2445e2552bf620974d
vaddcc.f16,f090082cf9872bcf39c457a246e9aab25db0206fde1380b2847f17616789828b
rscgt,e8d406561c8811283cf754312bff7b3dafe3ba61d186cbc4fc2f25825b6675c7
subsgt,39c2811a9bb6caed5cb9ab2c829d380cc30f95e93ae6bd5f902971a0035dde6e
vfnma.f64,19e2113242e3cf5a55de7a99564f4524c2649842a31fbabff6cc4aa941440a3b
uxthlt,9783557dd320de52403b231b275c49b7b8d71ae3a105e42a268d5cab83581373
uxthgt,d1ffa613ed15edf24cf04c7b4ab5846c979ca3b3276c994a0e235ceabe67b77d
vrintp.f64,574a53e9534c90b826b705f6537dd05f5551ad82aa1b9eee29f732a6798326d5
bge,125c26744d3bb630da7d05f03cacf0f9298137ac603bb2758c4296b33f9e0df9
rscsgt,f087c0bba25eae350ace589b8c55a071e38370ff81e18ed581c35b2309f4cd9c
vselge.f64,95e4c268b70c312ea634ab6a5808bd55131afe214c06355c162737ff1d0a1aea
subls,a894287e4f518c71f45241a5dd2078b94d6c655caa371249986bd7a93cd1744d
stcl,0e067c77d0ce33738934893202c2a904997ab62e6e36df7a7800b279be8bd515
clzpl,a6d52b1f32557d0eae97e32dd8ef86193ea3a8aa9923b225a36f8e19d0a10a8f
lsrpl,3ff835955b71fce464083c9dbc93229e90675414e4db53d460b561c0369b49ae
sxtbls,38ca5e38bc5479c91cd870d51fbbf4cf528c51441b84a30d2a915b494dc24d4e
orn,79a0c135de41664ffc500e0a1a121fc73240840aca1e5b3769ad1782bfc8af01
blhi,65846188eca00aad5ad0a9c9e9cbf39f2f40838ebd1c6a7dfc9538470c3aa3af
eorscs,c426b25194823ba43a3971c05c390f29ee5a03dc1ce48ade0c724929597ef081
ldceq,ceb1d2fbc68e00d2fa56ee515ecd13b1005f7f5a80c24ba4d0ee0ee10ada74d7
ldrbhi,0ef3d17c333e34b44714635ff808ed51b1613b3737344a6c9d94850235009457
vdivpl.f32,d92a79361e553884ad32d9601a08a8f8d622e0f897a246cdb9450fb3d8c9adf7
ldclt,7853278ac2300416ebd6ad63339e88b2f976609d8f9eef35cfb80c4c90be5857
ldrshteq,7d55f9146a2ed506754be17e519dc3819db0aca57b4e5263b93a6a523f946cb9
uxtbeq,2f9671078399f188173e4aa5f0ffc197d192a5ad3410ca5df3af88006d712e97
svcgt,e48839a9063cff9e77f409efd8314fa31efad126cc85e86d9bc3abd4a62c3934
movweq,34f14bf25a7bfb8158e84f4ea1ce50dd4b4bc7c80b269f4876e074f75ebf02cd
strheq,b6863c722592e4ec722ba8fa78f327babb75b7d8b7dceac2f17a52aeac5c2230
ubfxmi,7af896e3213267b16d14932a73a95c55dd09ea59a1fc442c72d521d81876c41b
ldrdeq,d6a557edd0d9fe5973009f3b5f95b1a451cfb7020fc05569a4ccc1626b9aaaeb
asreq,1ccb843524fbfe65dcb63f9fee015c77089a8112f85805866d41b0199fc4ebcb
cmneq,535703f3564bb4fc79e3722e6ebca5d518a5a99956795a79e4097ea30a4f6586
mrcmi,cdd050cb7961a6526d887146ef0a852da088f2d112603b61bb637d2cc41e9ed2
ldrsbeq.w,1151ade77d55f9e96c8069123da69816b0fa34efded2b44db1cbd2a4ee8cc0f5
addle,3e386ffd64a48d7a106ca93b10e41a260d6022ffac04911de2ad7f4b4b30d9c8
andscc,235fb492563cbebf6981a92e2a83ff1500ea807e2aec50fc8de63e5cb5444387
sxthge,5e6585a957ca1deeb7fa40aeda02c873dedf9b031f79346f1c634219c27d95ba
sxthle,83ff3f67cebe3b59cb5e7d07dc30ca7bf8ef429f997751138c7343f298c49538
vmulne.f32,21e7050fcad9fba64d327deb2c8896677bf63a562604230878d90fe13a82441a
ldrhmi,caf20c76b2b79e4ff9f2c64617e8205e94224249227ae24be5e32fdeb8a0f48b
strhmi,1a3a9e87d9ca0b22c3277de987f1a1358589a086f0f8eea2da5866624c83b8da
movwpl,85c1fa738127f7b5751e15a4a4ffdcc23509f2362b43e03985c5c057bbab8dd7
addwmi,e3762d12d8f6c465fc9f0b507d6bd69ef52a51b16add1e1de389975a982c694d
cmnvc,72be0ff61b1326d6320bf6b583dbe3166d7307fe6ea0996592314b274037110a
orrscs,6d10b0a99ed6d3a93603cd807095a0d9d9455443c41ba510df726f99d44cce8a
vsubhi.f32,be47e8b6079094e4e6edf05006965fba802f3afa1c2ae1903a111a8aa5bc16de
vdivhi.f32,4ba35632a1ac88f02eb60040f5c5c4ceadcf2d7e765300bd1b75c596d3819c59
ldrhcc,c0cf90815867889b9a422580eff54b4ce0a72a4e2c5439152d1901c859e1b68c
strhcc,6324c0be567045f61f01b60af2d7e748abd13c2e2f4375f48e360909737d7774
lsreq,eb308aa86792b5dd5d5830ba899af0d2c00f99b3adc4345cb11482ccf15f1153
ldrhhi.w,1c86c19c6166cab0d8efc8df002915246243f535e11b1a3da026855a75bb8eac
ldrcs.w,34f446a554fa2e1a6dd874997329780982e99795d2b5dfb3a627ac81d4ff1494
addcs,6e3fd3457ed80b766e22888f8bcb34ba6b9c8d01dfeabf21b2eee2addfc9d3af
strcs.w,82d8ecec0b9e96e0dc0a9d02fa00790969863b15aa49960936f3a2cc5236dcf1
uxthcs,59f7bba09d9e35f1672b40348fe595a3b397c39909ddbc1bed13f72685995a00
strls.w,412fc9dadd5f291caa40b856b1d168ee5d50265f109ad2656c6add4cdc2461b9
eorscc,ef5205785192671845c1fb8de18caece33a499acb085d084ac9b1f197ea22c90
vst4.8,a72310aae320c629df43f692f5b505fbe7e42d78791ba479801c4cf68d2b1f9f
strtcs,1c90b23bd2962321f651cbfdc5ecaaca1110bfeb84bc4543491222248bafebee
ldmdacc,895eb5904b9b79461e2aee46595f081339d39100fc1324a51c500fa4fdd29fbd
strbgt,b015b40d819cfb65e4f7b92b207bb8afe45871307dadec663f5c57c174e148c0
ldrtgt,c00bb8332eb474afefd3fa38de5e24c815b31851a190878ba96e6cf965747f36
stmiblt,47e9842a3fd25868cdadf8e06265ca162ef041cbd73e273bbaebe939cfd5f448
cmpeq.w,6661c3e20872cf80378821aaf7aadc291883ecf313026be934cff16790d45432
ldrlt,9fb938d02256e5f7b8bf96de17fe72ebbf1938a5ad4d1118bb17324126c4e314
sdivge,e74f8eaf032ddbff7cbb839a2afb18fb78dc9ccd7fda1671aba2e86780191549
sdivlt,b780ae6c1e6ae8faf617c5d6e6cc8d6e51284276e1813d984b7cf97858419576
andlt,1b10e91447f826f2393836691bcc855acaf5faeed1a08a65e4d5849d397c39e1
stcne,689f4bfc068863c8682440520e93cd1b3f428fd9a1239929c92604ac58bebed5
ldcne,df6a9b6e3bd96c66f5f2ad779357330d72c7aa4e4919e517e2cfd1cb3aee77a6
