Opcode,SHA-256 Hash
ldrmi.w,a585fa22ad63158515baf5643db273d120bce9a8a0d2384525aac0b19838c7b4
addmi,1ba4936e73a34d25121d5713427b916daf655a69fda5111a315eddb545ec3e78
strmi.w,f88a8d5fc22d6edcc7efccccb5c88db25bd13133290697bdea5cfd20febebe15
bfc,3a91f72836c1948e9c5cd4288f36667c6e05e7707a4551a126b6126acdb5c724
ubfx,7c24ac487e5906aaf6a39dad906f48711abcc4ed5b1a02d3bec84419661ef3d6
bfi,a38494c0d384783df1f7fca1a69d2182da20afe709c3b2c7ae1bd48255975cd7
ldrbtmi,282c3458cda0b0d5bddc071c9d490e4042500afc3c24d38977fbd4eed33186d3
ldrbmi,d8d732c471db782c8e63e4948c938f0f67df4b89d7d0939ec9768a77ff380174
sdiv,706947f57671270d7f33ebcca822b25aa5653b0841c6a790a81cdc97035632a7
itett,315b1a371039da2582d9c4e6a617828cdae9cd80e41e2e336462a8288f3aa0f2
subhi.w,415747a06e1a9eba86e8d44137d18a883da843f5e8b9cab7612f70d1f84e94aa
addls,25322fa86bec1a168b4a6c3619bcb7559d92fafe7829e9abb0f895b13dac72c3
addhi,d3c85cbcc15cdef040d3c9310a2269b057f056cb2b04663f78d3cb140c5c4b49
uxtbhi,4e63e96982d6a0abc301b75f5f36b159de489227c6306c3a47d82bfead582303
itete,96ca35a7959910b4607b9072847aab55a29d3913935f175d659a18b5d425a0bf
addls.w,85001467e4d2e13e7dc608c1d52992a31b594582419333283c64d95d79691684
addhi.w,1c4d2e67cfb8ea998673857afce3a41aa29d37eb615e9a14cf25067e691248ef
ldrls.w,a55388da8c22fe83904dc96401b8c0d5226daf6a5e9e8437732fb94dec106eb4
ldrhi.w,1f50c4704e211dd269fe366c723fc4094f0059739692211e03e3ce82e4e5796c
strh,8b32ac1fafa21c012ea27246c0ef0e1e57c728a61d8d5b20fb60c83643251158
bvs.n,d3ed90157de4c5347c39c2774e7d7699cac1f54c9c3503634505cdfde94d8c66
vstrpl,110e50cf41c5ff2f47c3da4986bd4a8bbdf54dbc7c8c123cc490fc7d356363f5
ldrdcc,474cc55ed736d67fbed462a904d7a6908252bac5da8c595b109d085c34d12b8d
mvns,afd0ddf6a23fd4f2d18a6f94aadb06f5f8e8c74f058086bb3a65484f7b90735b
vfms.f32,46662d030944c42eb93b9c98f0667aaadff90c8700eb241c9e7bc4a95fb6a4a1
smladxmi,95dcdbce2d78805822f5a356df934854572dce74bfef7a95c4690eba4ca047f7
strbmi,6dc46544d710fdcf69c21a1517b0a574458a9f27ad59ef09f2e4e376028ee2bc
ldccc,22e76d81aa0782ac60d2c9fc7d6920184af2c35d7c368edfe7514c75503c5956
ldrtne,2f9902d484a772151837946747e96848941f4e7473857c4bcd6c77881e9a1b07
cfstrdcc,6456093bc7073f410e2f7495f7eb7379b5bb3554756f9de723f018f53171de42
bmi,08af19aa73d6df9c54913feac2af95e25aa594e3b3269385cc01cbbc6c748ab5
strlt,1eb79e697df58f2641c6941eb8833c3e6ca93d08bc4c4d31710238b16a2a51f0
svcvc,b7e9ca38dd6786972414efcb7fe28909518db2490b4e5da9694a1e6a8b454c4d
strdcc,70c506797d6448df5e929aaf9e780b2aea32a955e1094628487e88904a9fb458
ldrbls,36304c7605724d2c731c0a39cd7d77cdaff5118b15c04d57d02d4ef332770544
cmn,11c0036b0520214086da716edff93528ae759e9fc9fe38c652d08a1f8e3142e9
orrsmi,94854da1ba747f7db0116a5d77a90eb6a83508991991c41b324cd1bbdfefc646
strbhi,99f30fca11fa138181f66f7f02bd39130098b067b059e2dcea0098c30c67a78c
asrs,1510b3f7a8f26be9c3994dd331be397216f4b62cd97a16b7e1e6e506850478dd
vcvt.f32.u32,031f6d17c66890c78ef2d27233e6fa6e8514d18158747b4b0cee360977b3eee7
sbcgt,2d8469572a3c86c3078614983e8d241ae82d1e8b7977650375bd6d8afdb36743
adcsmi,02a0f087794942be50036a3a6513ad828b76c20c359e3f3659a2656a218e3ec9
vsub.f32,35f5759d120eaa981d46391e4cb657fe0bce24f448169ae94080ef38073a997e
addge,dd37023a2be32c95f15eddb513c2b02a896c4f8a5b868c39e438a385c440b1fa
addlt,d2ba40f231a5db89adaa6de3983feb5fe96617b198753cf20e3126fc37b7ac5e
cdpcc,1a35613cf19dc044c00487f8bed73864b9e6ee03f03ea3767fd4bb9869713f4d
tst,d30b74149da681904610c571b744b9418f241eb8a7760c6dcc8a2d9fa6e06b09
adcsgt,47d118892583f3bafb5a924cb834155d909bc75d8495349f234bfe27b8640972
ldmdb,9bba3514e4f8872593b1dc1cf94766b671615d32af387ed6945bfa9d35d38da2
mlals,617f79c00b4eaaac5a1d31116ae48ad416f351bf4a5fec5f5759c7f72ec3052a
movgt,6569a3d321f570d746d377338ca8bd696e4a4517f7c0e49a47c0a7f9eadcbeb0
smulbb,81d7682986826706e2c85a64c15d81577af338a58bb1aa15692c12cb960863f1
movge,9977996fb783410ed87876f556fd7f96910d4fbff849772bc6b53b5b9245d582
mvnsgt,7534fbce77a2d34a64564c31fc36c1b35a318fd3f9c2bddea65488947cea906f
ldrpl.w,9f1c0326a4c38944ab3b215dfdf305d6bdacb1afb0eafb201c7460a0b2305982
vldrpl,bdf76b885b542bb7e388d7e481a860da809396e77f0522c4a04f52002b8e8504
vcvtpl.f32.s32,74239982dbece9089ec9f54121a046e13c7f0ca5ecfaf7ef100bd2df25d21250
vfmapl.f32,0c2898b982cc13e1209212764099f5c834041934e58b83350c444ed34c42d48b
vcvtpl.s32.f32,edaa1a90c58aa26b78b2bcae0ef81bc3da3ddce62d20bef51c84ef809a8f4940
vmovpl,e24f9e48b72271f51d7a2b21287a53d7dde14cafa437141d85a0ee26c51e4664
vfmspl.f32,0f7754f532cac2e0d77dc1576a3996e774cc94193ea25c27ed3b386a32c8f5ef
vmovlt,2b0793bd8d51b7eb20069f6bb6524d9f31dd8ec7279e498f7459922f87d39105
vcvtlt.f32.s32,c486ecf08c895b01ecde5e619ed92a4fa214a4da1f6c22a01b0ed44cb2fa5049
vfmalt.f32,db784c8bb69f2b39e3b7f71366b41b346570c183d7bded9d71cc14dafe89e2c8
orrpl.w,1e11e88beefd7e7f6bf04069da0f98427f1554b4f980d073c1a9b6b833f69890
strbpl.w,6e2673ea60a37056dea7c0f6b47c607cadedfff4510fc97bf8b007cc99c88428
addwpl,3f87fb410c876b416d357b955af56116ea5e25d4e0d6d5c47f055e30287a9c04
ldrbgt.w,3c7694bda232a389b2ba0969a87f222e6f1fa424d7b87c43e7e50e598b809463
strbgt.w,6bdfbaf1bec0705241192801c7d27a1ce622308619891b6dd69525371fa6a39a
addwls,9a38603615e38f40db40b0cb4149e2e266fdca4042fc4cabdc88ecefd84d5a47
strhi.w,b7f6e30fbb9c2f639d59b05e88c30ec075c97a8983a160e79171a548a8ccc01f
tstne,e89b56726c4c75ad86e3e0b4723cb65215233f6225976b53e8e99b707c3bc123
movle.w,9a98be0f21ad0766511a67eba3ab53c2fa34d87080e359a057dcff702224dc2a
strhle.w,c7eb8a481155cd4e8354f3f2d40f19b19000bac82c379e44c2329b42c5a337d1
vldrmi,3b28959d13a58923fe9ac3a88a5ddaa14adb2e567218baa5ea2f32b1649bce0b
vmulmi.f32,9be5a6f5d40ddcb28f1e70e628c3ce85f12dda467b2719149e818fbb463decb0
blcc,67d8f06dd62edb8d689454a89a7669b0f641c23d09974a2f81c5c8c2d297d9c1
bcc.w,8245743c01c0857d6d32b14807e386d525ff40c38f820aec9da214c4f4fbc3ee
vsub.f64,17b70869573b1771ad394ca478da39e555de9f95fbe0dd74802091140ccd4e47
vmov.f64,c9d78a26964f3253ed34c19faf33771e73454b09580332f85e55b2135900ba26
vfma.f64,2cb5f3a0f3d92cb6242208caf70904931a3d933b9f9f2f7490ff5d20f123dc65
vcvt.s32.f64,78501248191e015ffbd4b0430181cf99afec78fd484454994bcc87fee8f4e9c6
umlalsmi,a3b0a452c129f3ba79dd9c270b243c68b240605dc8dc640f5adb5785ed214c99
rsbsmi,365204f771fc6d0bd654b830238dc2ef485643563aa0cd84ed13f00b94800b58
vfnms.f32,1ae282d3be2d9d6192dddb26507a4deb69d2c6e0f798e68a2d7e75da00e0c9a9
stclt,36f8849b3d7d95ce652202becf270d32175d5a97dfaf8ef59e69790f5bbecb8e
strhi,f9c9b42bf6de74f5bf99432c3732f10886b96de58a3bb1703168e6071b2f9f3c
ldrshmi.w,eef9da8978cf0ae0b09c732d134e1d972947244af7850757c58e6952e7a95dd1
vmovmi,3e9d8e022dbbe817b2c443b69d6c1a98f91bd9a247efabc347358d904e04dfc1
vcvtmi.f32.s32,38823352923e31e880ee9ef206f21bd84244372059db46ebbfe0115e762fa7c1
movls.w,8ddaf915e21b86baa02687b9f739b0eebf6d0e8064852dd26bf7e09cb939c5fc
tbh,21a7e23a5d0a7b32e9386cd17c0234c523eae163fa024313dab2277ba9e4cee1
eoreq,4f32ab8a4fab352574612f398d1f3d0a61c9928f5aecbd16af70463321b23156
smulbteq,99861e2436a10acfbd40e0e9772eea4b48bc69b05dc246df40ca8103651aaa9f
vabs.f64,693cf8c2f08100cf8503a63ce2ddcda7bee0936363ca6659817754a9ef6c09c9
vseleq.f32,8ad1b7377a9efe7e2974e0610f7abf291c2394d35240e57814d44abb99ff5602
bpl.w,3523899894d026c94d73ef719f5c34e0e5a4fe0808ce0b19272d03b96995422f
stmdami,9212d9cc87a36697b4ecba1176df15e46aee4817e7e0bb9f5e4ae2c19f1d33df
orrmi,b82aa15652bea179f25f195167aa3e2fbfaac6ea2138b614acc171edd4d4590b
teqmi,4b4d68f2494a9824e5a09fb9412bb7eef0ee5c68feea633e80ed80bc86ca4127
lslmi,7eef27a1a2713ec6ab2049e9ab66080e901ccfb4a97ab8217f1f5238bb821a0a
strbne.w,e2f67824a70c414878b0b54ceff463da280f3bc1c1c1713124eea5fc1cce5710
strbeq.w,cc92ab4ca8d792423033cb3c673e0f29ae0ecdfad1544b824a5253d1ab54c764
ldmdbne,3e6f545a274d912f25c72c98f658d2537acbdaa9c838035ff925e36ca5f5d893
eorcc,87429224e4463bd6d4848b9942003da7e5f3740bed8099769b9edaf9cf10fabf
blmi,af229c03bc85a99f9cebb12f30022940b2c020e0a8824463243f6754ca7cf8e6
strbtpl,b12393d632d48d753d7036297853f1d4e1f23056fe4ee2ed800ba34bec8b7f95
subseq,d3bca573cbff9e33934aa8261ace10777ff657e3be967f1a3216daf9d1bbf7dc
vmaxnm.f32,915e72cf853bcd1674b91977959b5c6575e0b7190e4aca3dcf747374b4614f27
uxtbls,67092e02547ec746aa66a71c73f0064e6c4e423aaa6eeae2cbcee193cb463857
cdpeq,a21a741b13e3d7818f2e9298efb7d2a2f4b986a91aca0f97ec4f2aec56af541b
ldmdane,5ac5cc1328bca4d48adfa82d3d22b0d88cc40bf5914ebb3420d1e93cabec362d
ldmdbpl,31097907a676d26063f5f2018c222aec4ddd02ebdeb11c1ea92a0fa1110714a3
cmpmi,b96f3bf11e6d80032dea1135aca1ae82452785daad297e86037aec2bf239d3bf
addeq.w,67635f1fbd08aa5d63ecea828f29ac971a954f43be91d553535eb0358d40dab7
addne.w,837d0cdecaeef2361556015ef240dd4c9d03f82eb51e88c06e93686a9e243589
addpl,bdae9124a65de2c42fc1e5253e90b3c574b6f97b531175632ce93c09508a23d2
stceq,17254c935687fbdbc7b6e0c04a2246ec60a53918d1bc0e900168367b1bb88f76
rsbsls,e0392020943f3244d889813aa05d01c8716becd84056117dfc3ead971d60f154
orrhi,ac0f8c31c1d7ccb68876d05acbbc83246ef88fd2f1500c8e9c3d5db2c29e6dc2
cmnvs,70c1b95418a1e504190bb30cf37f641ed6ad084e07226f4dda5a8dd3f08b863b
tstvs,15909f9116b11bc31ab931764356d3361022eed8b0349f062658159c20d0a0d1
ldrne,08279430cc488e7452cc4b3d74c72393feacc1cbbfb0278f104590dcfbaec56c
ldmdahi,bf801210bb9195bfec4bb155d5234f8cc8ba864f88ba1f03cf174f4712d8dcd5
uxtb.w,bb2a1336783eee884ef677106bdabbaacec44252efc9b5d47f8dc1a88525a364
vaddhi.f32,ec17b967daf6a3125e3c8093e4c260e8621e9354ed485a4aaf0903a3dfe0fd9f
vmovhi.f32,3c0186910f08be4b5274d3e893a8e013cb2bded8361d7bc0cf4d584b4215f029
vldrls,91c80c590e0bb6f3da4f539aa07467cf1a71efd00b349b5f8c700331e1a25135
vmulhi.f32,1ccfdd8a09152c6711fe3303519004a953e2e4a823a81bc8476e8b0a4f87ae1a
vfmals.f32,568c51832e624d772bdcac6da5f3bda3c8b54cd07ba8002149e0f89575606012
vfmahi.f32,71af26f3b79fc3af44bb43563c11c09fb22ecce912a13fbbe5802392d532b85e
movmi.w,9419dc071354c4e675ff5d912cd5f7fd009f1aad2f83e4edbe4b2e0216ecb882
movpl.w,b8b6b11509771d3497bbeb0c86b74eaf9afd30474d902bba93f3af219f82ccb3
subsmi,58cdac7da28b4b20fda1858e8065f243f99ee7bc8891ffe36fecf235194e03d4
vcvtgt.u32.f32,eaea91ea002800de0fc19e27048da5c219492b32a6251f378aac26ccb63e407d
vmovgt,3d9d48495f84058279c6d1e232a717172af3695dccae3292e2fe324051de7cdc
svclt,7b79c58ef93dbfb36f24affac1a2707b00813ba2661f72cfc0a9b3e5c533b92e
cdplt,0a615ca6914a94fa708f409be3a5ccb9d86d6aea85fefbe43554798192f0bae9
ldmiami.w,c2224c4cf9987fc7b0ebf85dadcd3fd0145158cc1a7e8b50215f8a93d55a131a
stmiami.w,d989a30094688eec7fd215472420b41c0a459c780bf81ffda3edbf2c21de8081
vcvt.f64.s32,aa1b515ef79693d6d3376e5891607d6066c5fae2bfaa32c3b0b7f18750c6869a
mcrcc,57d415bd48b15cce4f9398f526e219b94db82f7f253c2754ff72773a21df8a82
smlabb,867b19e308f934f29533d310e3feed8c97c8ac12a50d867e8c87fd62ab380c92
vfnms.f64,e58ea3ab663df23c45bc3f5a430b72ea16d96c2ddee3aa60f7430ccc76513553
vadd.f64,f7cebd514ed8ec5f92558d3ab69ea747189dbdf625775fba95fdc98ac7d4bfd5
subgt.w,6f66ffc5d9db15149b5248dd1ef7a54c11b585a5d807eac8f0d845470691d318
addwle,a1530c3cd2347a4949ae37b5592155136a9dbce9fd051642257c2566b60b7b20
vmulle.f32,b8c8e2d2925db65205c5a7a3ff35b41e9666f39142b924e8139635b312289b10
ldrdmi,c99ddfb91ca69515e40d0c6034521c68bc25549a16b3407a25b5c5f0e45b765d
blt.w,3495406da8d35ad1d74c49eb639999bb24d2fb321eb9e3951a5f6f83b99345cf
ldrhi,a75a2c2427a591586dc95d70a1b7a713c069d24b8fc98725a589b9a07f4f9b55
vcvtmi.f32.u32,0e0be97005f615d9ccf35f8d23423cdfdfccef859474c46586bc624ff10d522a
movtgt,2f569767a9079fcf2ad4d1e6df6da14f79a28a1ea10d0ea64792dc298b829bf2
vstreq,81044ce9f67d1276581ab1b980bd0bae39c779d1bf1100bb403957b2175ebebd
andseq,3ba6732664f02ac7c8d6d273da71d29b944d04cbc2fe82334035d2c4d4e95d06
iteee,ca6fb5c1d4924ded14f4ea9f33e94a0d3623c12571120416038478a2a0ca10e3
vcvtls.s32.f32,88080291cd3290fee37e0c2046f35d5be1ff621fa38889b4d6ee3ade5ed0abd8
vmovls,259459508cfd6e389cbc1c3d5c400bd40369fff3af46a361a4d04b6f79112828
strbtmi,712d024490d39f985cb26a22bf6d1ddd1c810a3deaeaa7a4c716377c22f47325
ldrgt.w,4062dc3a9fd65dee43629c1471587896870747934a07c19a4e74beaca1081637
vnmulgt.f32,7835f9156a70371d2fde26c65287df8e041a4a0270b028f61381033e09db2088
vfmagt.f32,44d3cefe5b8ba87e2c7959fb38d7bcb5f820735b9ba85d19e86052948a04bbbe
vcvtgt.s32.f32,faf2f1f590a5299b512504271ba11c77997a1cabb6aea2fec5d3af4809d0574b
muleq,a3f677ba3079821118321582d9a522a47b881a901838ee3a05791414aad1131f
stmdbcc,05c1f8092d264f62efd8cb928d8eda3b1322aabdfd3b5710707453074d9d37b7
ldrpl,57cc51115a2b0c146b69a701133424bd93380dc89bca1d58a9aba64533fe3e13
moveq.w,bb29257d16853827ba253ccf2a60105bf192f3586a9e832131ad41d84a1010c5
strgt,f80a2d28b0eb82e395c0d2adbea00fa450597568dee8c4f53279246df6e8e631
movgt.w,d51b842cf1beac553fe345b5d30b4aafa62912bbdb9dedfc15722abc10bdab3f
vstrgt,204910e005083981cf238b5928cc2c1ffc24c98a3b68ace6432b467f638098bd
strle,0832db65ed27af4683385bb039668c07a7c93ab5121eb37db3678a3a04b1eaf8
sxthhi,0621233214b6f5e812c545a9c5752b96923c49b9a5c6b8b3b9646a5d096f876a
ldrtcc,01971af8c5d5e1fb4762c67cdc15fc18e56568e5a142b1ce65373b360e3dcd13
ldrtpl,53e75471c66c886a0b6e30a7788f197b7265ae43813835b44a44493a905ecdc5
ldrbpl,ce94082dab758dfeb61b2573d9303ceb935aa5bd427c7873cbe6d520572dd997
strpl,9353678eb040698e91c75f972473e73e4f9cbf16948483f85323687bde660f0f
tstcs,29b654f7fbc82327dbaa8ed49f572338841e5515c5069baa804f766367631719
vsuble.f32,d59b138c7b4dc3a47453dbe15d0bb4ef304ae02976e8d141af4967a01682bb09
vstrmi,2c89ae6176b4aad4183c7f323e06b4ff12cbc9f21c8003145f34d77836a61868
vselge.f32,6fdfffcb0aff5b46324f92ecb39860742ccecd41ed5c58b771617d3154b32a90
nopmi,d6321d5cdead313dfd67a4402cb0a12fe0d4dc165b1768effb92ae0fd4c4f2fd
movcc,213aeebb76b4ba6c972683eae798259468256c99cb499322297d2e036647d375
subgt,6ec0a1025936bcd5b0f10019ecdbf439dc34c54d48d2ec5c1cfcea012fed4f00
ldrsheq.w,eaffac857f1edb01c2d0f70c4820c4da08a837589325c322886115de40d351eb
vmoveq.f32,9f93f22d0b509892a80cc8505223dae13c7b91d93a468e7fd2d8d90ce933effd
vmovne.f32,b87bc7bc29c5ba720a9002c259cdfc6fc382f10f515fc729565d19cb72397233
vmoveq,dda4038b6af7ba7e3470616b6b52ad9b62318002be859da48dd1c2f09f7a57b9
vcvteq.f32.s32,8f3f75d001fe5df87f05b729840af2f723c1fdaec9cdef994b1f86d584a2dac3
vaddeq.f32,9ac8833a78106922c6c11dc6b3c662fde6f8fc6752c5a2f479f70a30922313ae
vmuleq.f32,7671e2fd66b2dc51fd5ccfa93dbba3fd850117e1ff51015bfe643b38d932dde7
andsne,575578ca52caad91095af6fd0f3b785bcb2051ce51b2e6396cdba54926c646fc
strge.w,0cad8bd13c85ace8062a30b01baf9b7eed376a2d60c3712ea4bdd4dbee99774f
sxthgt,3e029a3c78494e89a58d705f718f1737b76d061de1f835341e6b1e81acac888e
fldmiaxcc,6228ac87a0e806dd596a4a1185fde65540c001e9c0a908eee0c2b40bf46dd0a0
ldrbeq.w,855918fd89ed446fade5beb48972cb179051a104e08183f5016115b02fad33da
ldrtmi,54eedb23e204af20885606f5d38f57b659615cc0905e26ef83c469c1fc2bc2f3
addcc,e60e01e4ff902ef14c03769148b6d634ab80468b686e9183d899e144ab386607
rsceq,c3b031a3d655c4f025b3c481c60f39888a5c3f5e02a0fe3416babcec354e0118
vcvtle.s32.f32,501c58908357d54991dcf65d32ffcdc11f829679ba1696a29b0d05c61cb3cdf0
streq.w,04097c7f90910e08881f5a21f2794d011db34f68cbbe7404a5c17d68b60daa6f
ldrbeq,de473d745a553e5238cf5cc38eeca841afb56fc27664ed4e9c272f8a8e41eb22
submi,b46fb64c20ecacd97441da580df66e8e4a0a02225185f2f639e27f967089b279
stccs,e8a44d3213c4d838b605d02b234c0f483d1cad5a2be13b7c55d434ff79fe3858
bge.w,c9ef5ebb0c58184cc959cb4506cb99b2e900f19448963cb19190d2d6bd6fb579
ldrbne.w,4a99b984078eae4fc0dc7277a0a33138ce5167039c6247a39c33463799737fbe
vmulls.f32,30d6cb14d5d917a7e9269117ac9d1e567361f6b23229f091553594431e99d0e0
sxtb,7d954392d7176882607c2a15d81f859ee1835379597365294458de644c16c4a7
ldrsbge.w,cea0371fe72972794ff1290e2c5f14c4507595c8d08e6193562b4d4da8fe5bca
vnegpl.f32,ca1714d1b1f912fa1a4fd16c9bd97ffb96b8b798205581ac5fbc888abdee8070
ldreq.w,5db850415e6ca799d9b84aa3fe4755d290c293cdc4ec32e1befe63ef0e32e49e
vldrne,06c336201495c3705d414fa38b626ec4f2df446d527e5c6bb8b3c4e47a916a4f
ldrbne,cc126c6d927b8a1708258fe9af1b8549594c6dd840bdc25beb1fd6b268ec37d5
strbne,6702d0ae37b9811248987d6324c00f66e630d2fc362a8b8c4afe263e50d76da3
movge.w,9458a703ea21a0a01d13172c84f98afb1d247ea2df8baf5062f704b672b61f01
strbls.w,225d5dc8bec74f9ef797baf5c554de5fcdd240f71a8f4704467c218e3a4bbba9
vdiv.f64,f432eb2d3570e68efa5dc9882a330688f94e57d66262c24508528a4ff651345c
orrgt,d4275077ae2c3636c036b200424942ebffe47b4a63bf23cf30b38d08bb59af60
strpl.w,67921e086d6bd441af9bd68f667b9251f5f09aee6dff65ffc2e018873e529cb6
stcllt,32ac2365399bf1d4ff31f621045a515878a99b9116f853cd09159bfe2b922ee6
sxthlt,9197498d5d837bb9064d7e8235be088eff85aaeae83263a8de793444f16699e5
ldrhpl,a6bbf7205f0295d2006a8653c7dec210419c273a7efbe0e2ce69cbf544191774
vmulpl.f32,bdef7a8169af6d2656d28ceeb3cbc19700ea62e20c6728e038b99269a1c50b7d
uxtbmi,887d016c3f30f45789bbf56bd1cfb12ce8840eeed596d8dae12bcef449e0872d
vaddmi.f32,1da18d1e4f386fee7805737932b7c9deac3aaf9f71f7ad233ef4bd29b79a8949
mcrcs,6996093a9f976ced207f3a21213916db2b4ddb03162c1c36cb9d842115ce7cf2
strbpl,e04a99f1ca719bfde7b02184b65b36084f399acb48e320a2c24a41541c58bbb2
stmdbvs,1a9491a4ee4e633b12f578ddb506040d3a6c05e72c012d3975b652e3f9cd6b72
ldclvc,0877f481a12be2cd49cc2ecbb8c9a0a96557754b10cfd007aa5fadbfcdbe96c9
blge,37b1bd0faade6425292ebfd4bb668dd64c6bf1b4c67da3ff9ef00ca9ab978b3a
blcs,230a17e386671a4fca43740ed99e2525c3f9c125a36912097c874bd3dba8dbd8
stmdbhi,ca9f646aea4d0b470404b55101d1833ad11bcaed0944056e4ee6443254c20ef1
strbtvc,99d36ff470ce9731bb930457c438ca459fb72b2ff109886b65f38122533ce115
blt,a9b0eb62e2a84b08feeb4d7f6403e197ad2178481f7db79c7f45ed919fe77b49
vnegmi.f32,1aaf1ba8cb44bacd09d1fb9298e0fac2d63cf59f0c596b7f317f8cdac2fee243
addlt.w,3a0e52e7f8acb4c37679477400caeb0acac2552430bc0b08727befe66273e511
itee,6a42c5201f5e6ffa71546d65d558588475715b77a0ad99769b9ec5bd6698b01f
uxtbge,b6589b6ed486328e5367d6bdc7fac192c3b7c3cbd62f2cdabd3b7e85125c8030
ldrblt.w,f2507c43a4890674b35285e8955ea0f642cb2d46ce0c35e478b0ac7dc59c5b63
bicmi,245f9bc7211744915128cf2629c49bf46936835cb7c4c78caf0085f37e2ff917
bvc.n,42198640f4fabc58b7c29d160199639eacacbd9b24d19b111f402fb8ad3e103c
ldrbhi.w,91e78e105ccf105c18757a60559b1d6a4f09ba8486c0f5cfbffe3b6a3b0482a1
mlahi,5c2c031926408b00460c6f5024ac274b8c7dca23c06875ca410d20c217a23be5
ldmiahi,d05a6f04c9a829199e6f2d661ea8ed62432b25887c18c89134b499593197c885
stmiahi.w,f5ed9e12cd35f7fbf8c1d11c34bcdb9cfb33799966f61663125d08b977f9248b
ldmdbmi,f059e72c3d4907c12815b420dbb8457f2dcd3da125b5677168a303a30e087bd4
bpl,ee3061b9870f94d7340a22c9cc8a75f580407e42d2dfeb42c19729fe97331ec5
eormi,fa9de4310cbd42a3bd1a01044320e4803233e6a0c0adb58b48a25a6331ba2c58
vmovls.f32,0ef1f1a98eb0c8154c77116197d650aa447a75a5e12be940dbae0b90a4a707e3
vldrhi,384285126bfc53982d823078f011d7fa9355d9262638b3a0b39e3014ec9bbfbe
vsubls.f32,58160a9d7e9bd8444907d7b8ea4635431938d0ce3e39b23483ac1cb6188f9f28
sxtb.w,99e3d5d4e7aa39c8d256057eff8f75172ed16d44bde38ac9de5cc3db9bfb2442
vsubpl.f32,f8eae160f3f61ce3866f0fc1431775852169dd186a1d830a9ad9bd693c5cdd92
tstgt,f949c6f95311e85532bcbd781ffd413a35020c3e5f1c1e021458acf1f2105f06
vldreq,183bbce35935fc37e5fd7b516758f2213c73e2eb770c4af62456c3e0f8ab5bdf
vsubeq.f32,a60119311b70bd779dca3df24c89c7b645f3cd7fc7c3a1fec870f6ebfe68ce10
vdiveq.f32,83c4c40d20525deff1e09f31f2ec8617fe35c99c9d68a0470eef83078d9d3831
strble.w,b624192329134f2419b320bc32521c82660412b8e9ed75b68d0c2017f08f3782
vaddle.f32,833a4f6f5369aea014ba9e8932a1a76cb66cac6fa9817ce7003a40b5a5e9cdb9
vstrle,1bd9c15bfb56e55cf4eeb5b65edf7a762355bbf9605bece18e745777a87ea623
lslge.w,874bc81841c2e0f926654dfafd4bbd488e0ffb832f25f312f45dfc3b9b166b21
strge,9acca021caaa23b34815aa5be2c1d150ac0607d2756815c3d59ddd49ef70bafb
addseq,4e85230a892301b8b3abf504080d624dc36214e099472d2ad92cd44572350176
adcseq,21efb32d92908d185639c9d927a6b9b70c5b93d55f914c4eaa3538ece34dca00
sbcseq,02c6d1a7bba2c460506884a78c77a2238f967982ffd89bf6f9140d33a7ea178a
rsbeq,4b0ff0eba9a07aa9300bda85086912c7b3917667f2bc0bd03419bdd065062bd4
rsbseq,8c2123785659b98dc18aae124bcbc99f05e2dfbf1ece2e17775ea42614e301ca
rscseq,54b5e4cbf846a5dae02efec570d4d9895adf149ee3b2deb971d78dd6d2d58a7e
subcs,ede266ee568917f7564cd9ea1191202b2b79f7dba14f75c9f9898a0dc63fef4a
svcmi,d8358c64d17d0463b66aa9ce04471c872be6e91579d4d984dafafb97b25e10cd
ldrsb,382c3deb048f480008951c1ad43caa3648f695ab7f81358047fe090cdd0b2e65
bhi,c8c2ca6a0f7702a6313f3b951a65ddd0e34f8d014880bfc8734b4d239ca34059
orrmi.w,04573ba2999ad04489d3ac4bd010143d22e68583632c5f9fb6f65947d96bbdf9
bics,fee4d1decc24683486001b366c9ba2d8961583b219b24aad80306fc11b667089
ubfxne,0b3e874022e1ef0b1dd3aefaaf9268d30ea40a6da8e0a3a7d3737fb0c206fde5
ldrsbls,5eb9cb28e972cfdf06320d81a2c2c63b5fa1d6a4bc5b79ef75c2f2dfc8aa7b45
lfmvs,38f84ae8bc13f8f89eea342e77eb2693245f7b9680a6af5583bdfa1c41c39f96
umlalseq,babc74b31fffa1790251d3540e5acbb14e458dbd6253885794a4f43e4d46486d
uxtab,329f140a71a5e0740d596b704c1e211e249b41af6c2925e75128fc923abe9028
strhpl.w,c079caf24227be7c85294dc9e936bd06542d1c4d01316570ec419591f0baa314
ldrcs,7d3c480737ec091766b98ec97139e3866a9d46a1173f5c1adad2457f3c593110
rsbcs,545441b63f241fd3450da174797b76db30078158ab5335234e8345233e62a202
andne,134f6e54fd721a12cc8ed6889c6facb549d76a205c3e2cbeaae700a32a803e62
rsccc,f9637509837963ddbff04d7ee7d3b8fd25a08fa220ce229aa067bbb3ecbae76b
sbcs,962b4f217772cf6c60b7cf685bb3fab6e3966004fd2f6bbf14fd5f1e71458159
blvs,d263dbc044f4c9da190b7c2fdb1792f3e0f7b15afcbe0c1c0b3dd9ebd8caf51b
